"location__name","location__region","location__country","location__lat","location__lon","location__tz_id","location__localtime_epoch","location__localtime","current__last_updated_epoch","current__last_updated","current__temp_c","current__temp_f","current__is_day","current__condition__text","current__condition__icon","current__condition__code","current__wind_mph","current__wind_kph","current__wind_degree","current__wind_dir","current__pressure_mb","current__pressure_in","current__precip_mm","current__precip_in","current__humidity","current__cloud","current__feelslike_c","current__feelslike_f","current__vis_km","current__vis_miles","current__uv","current__gust_mph","current__gust_kph"
"New Delhi","Delhi","India","28.6","77.2","Asia/Kolkata","1712492720","2024-04-07 17:55","1712492100","2024-04-07 17:45","34.0","93.2","1","Sunny","//cdn.weatherapi.com/weather/64x64/day/113.png","1000","10.5","16.9","290","WNW","1007.0","29.74","0.0","0.0","13","0","32.0","89.6","7.0","4.0","9.0","15.0","24.1"
